Date,A,AAPL,ABT,ADP,ADSK,AIG,ALL,AMP,AMZN,BA,BEN,BK,BMY,CAH,CAT,CI,CINF,CL,CMA,CMCSA,CMI,CNP,COF,COST,CPB,CSCO,CSX,CTAS,CVS,D,DE,DHR,DIS,DRI,DTE,DUK,DVN,EA,EBAY,ECL,ED,EIX,EL,EMN,EMR,FCX,FISV,FITB,GD,GILD,GOOGL,GPS,GWW,HAL,HAS,HD,HOG,HPQ,HSY,HUM,IP,IPG,JCI,K,KIM,KLAC,KO,KR,LEG,LH,LNC,MAR,MCD,MCO,MMM,MO,MS,MSFT,MU,NEE,NKE,NTRS,NUE,NVDA,NWL,OMC,OXY,PCAR,PEG,PEP,PFG,PG,PGR,PH,PHM,PNC,PPG,PPL,PRU,SEE,SPG,STT,SYK,TAP,TGT,TSN,TXN,UNH,UPS,VNO,VRSN,VZ,WHR,WMT,WY,XEL,XRX,ZION
2009-09-30,0.084927536,0.114804027,0.065918674,0.054065126,0.090279157,0.012920807,0.049556879,0.013022279,0.181105882,0.079741022,0.060517334,0.002368906,0.064074661,0.413729294,0.091367174,0.128859455,0.03936626,0.149940104,0.006012519,0.058594085,0.157033324,0.043473241,0.009331855,0.535187225,0.089588101,0.086953466,0.049413584,0.134558726,0.150695325,0.025615725,0.074357405,0.046361108,0.051947583,0.118550337,0.044829834,0.0265109,0.067944977,0.103936562,0.079058459,0.10275922,0.034295674,0.032797608,0.145486359,0.080281341,0.138752012,0.035976846,0.021357752,0.00202538,0.109391654,0.037525784,0.090416432,0.148579363,0.268490375,0.109093285,0.160957969,0.329917324,0.064251723,0.235978725,0.145300889,0.290095956,0.0873316,0.081377832,0.081419822,0.103405909,0.016547436,0.095344182,0.069195841,0.747694661,0.137809296,0.088223759,0.006880269,0.114279381,0.076831132,0.085457596,0.112502938,0.04021696,0.006760994,0.078387195,0.055546464,0.028243246,0.229094442,0.005468583,0.155069999,0.123719165,0.07133265,0.08273617,0.019032549,0.125593765,0.028890313,0.124528692,0.008761708,0.093772467,0.096024485,0.093859833,0.145329301,0.007195854,0.116059566,0.027020355,0.00932843,0.113320062,0.028968147,0.007125745,0.076015604,0.05382657,0.232882644,0.170000302,0.14439751,0.183896632,0.188318757,0.021996998,0.122522565,0.066850373,0.148022384,0.273691782,0.052578422,0.035230892,0.082571623,0.005557056
2009-12-31,0.080254274,0.1030088189999999,0.06572010025,0.04909444625,0.0869847954999999,0.0130455462499999,0.050388485,0.0127744632499999,0.1746767612499999,-0.1989922045,0.0597923772499999,0.00238179175,0.0683975244999999,0.4471601997499999,0.0988580585,0.129915818,0.0459131839999999,0.1644335472499999,0.006155928,0.0584739192499999,0.1669368144999999,0.04369685125,0.009731209,0.4393199825,0.05006283025,0.0816889767499999,0.05122390025,0.1354922832499999,0.1496527125,0.0213709027499999,0.0829213084999999,0.05299837325,0.0523800217499999,0.18472727025,0.04244813025,0.02298413675,0.0652549092499999,0.12714836225,0.0744849604999999,0.100014259,0.0281055902499999,0.0283855544999999,0.1431764699999999,0.0805326262499999,0.1277123495,0.0407020927499999,0.0384669837499999,0.0018303815,0.1081686274999999,0.0542616072499999,0.0939150905,0.14543228575,0.2644481944999999,0.1110484329999999,0.1145136969999999,0.2928112734999999,0.079896597,0.24162853425,0.1364105974999999,0.2954124817499999,0.0868931672499999,0.0813745057499999,0.11302311575,0.1011166224999999,0.0172438034999999,0.0852895635,0.0726264189999999,0.18692366525,0.13186835775,0.086979944,0.0071590154999999,0.1119818482499999,0.07487523175,0.0809438747499999,0.1176007014999999,0.06623804575,0.006922412,0.0809774715,0.0594815864999999,0.0281018147499999,0.2339348662499999,0.0068544637499999,0.1687390039999999,0.1104221772499999,0.06466597425,0.0819383904999999,0.04709954925,0.1314363535,0.0272285199999999,0.1234487782499999,0.0082915007499999,0.06206230125,0.10021359275,0.11083497075,0.1377395237499999,0.0071712765,0.118739202,0.02579182725,0.0092396689999999,0.1141778062499999,0.030334245,0.0071532175,0.0777710712499999,0.0627229822499999,0.2282950102499999,0.1712799655,0.1433747454999999,0.189263632,0.18726335175,0.0657004804999999,0.12067974675,0.06441744425,0.13621864025,0.2823585285,0.0532232945,0.03053555525,0.1370899059999999,0.00544621125
2010-03-31,0.0938315895384615,0.1021164856153846,0.0622402736153846,0.0481525676923076,0.0779695498461538,0.0128615133846153,0.0522072029230769,0.0124356476923076,0.1766989281538461,0.0109516847692307,0.0621877326153846,0.0025199716923076,0.0968665394615384,0.4389126878461538,0.0978977699230769,0.128142991076923,0.0564328492307692,0.1700009526153846,0.0065118011538461,0.059083633076923,0.1676509586153846,0.0512237594615384,0.0096753709230769,0.4286446729999999,0.060810241,0.0820712879230769,0.0506632769230769,0.129497111,0.1453830366923077,0.0175704943846153,0.0675077717692307,0.0511650038461538,0.0611550641538461,0.2069031523846153,0.0502567779230769,0.0232487611538461,0.0427506776923076,0.0950435973846153,0.0719216431538461,0.0936591049230769,0.033402783076923,0.0269975727692307,0.1591355282307692,0.0795554026153846,0.1229144969230769,0.0447540763846153,0.0630356948461538,0.0024315873846153,0.1062531045384615,0.0566674296153846,0.08955842,0.255433908076923,0.2570357083076923,0.1096995206153846,0.0884923085384615,0.3169290868461538,0.0740605802307692,0.2349090544615384,0.1442165193846153,0.2944808628461538,0.0881827687692307,0.0757902863076923,0.079708025,0.1024244356923076,0.0181629329999999,0.0748466824615384,0.0603444852307692,0.3149645133846153,0.1255655783076923,0.0874809262307692,0.0068471755384615,0.1098107891538461,0.0698513135384615,0.0800032613846153,0.1136051373076923,0.0598158155384615,0.0071545469230769,0.0766917708461538,0.0726375452307692,0.0237432603076923,0.2337530051538461,0.0042935921538461,0.1782043213076923,0.0985111201538461,0.0497386322307692,0.076454148076923,0.0506441083846153,0.1346208923846153,0.0362179865384615,0.1035629312307692,0.0081204912307692,0.0737390859230769,0.1043764259230769,0.1257692759999999,0.115748874076923,0.0071031752307692,0.1149682483846153,0.0277030733076923,0.0093733723076923,0.113709563076923,0.0317953818461538,0.0074160683846153,0.0763524433076923,0.0535565803846153,0.2695618308461538,0.168473149,0.1395889145384615,0.1951851646923076,0.1791034617692307,0.0345164445384615,0.1216900689230769,0.0651217307692307,0.1338940619230769,0.2754456094615384,0.0437341095384615,0.0343967613846153,0.0968915472307692,0.0055827756923076
2010-06-30,0.089333517425,0.1273570396499999,0.062528008825,0.0509952305,0.08257494265,0.01236943475,0.044665137725,0.0132578033,0.2139054052749999,0.0949088106499999,0.06103345115,0.00246150745,0.100291649125,0.4597775117,0.0979763872249999,0.154589975,0.0223103591,0.1778337730249999,0.0065103450749999,0.0599099234749999,0.1732011510999999,0.0560845758999999,0.0095595119499999,0.4153548464,0.08363419285,0.12002241035,0.053552063675,0.1314754766,0.1408601427,0.023045870025,0.071046208325,0.05974212095,0.08096856585,0.194295622275,0.052987098975,0.0228277500499999,0.097673869325,0.08999072735,0.077166878375,0.1003047101499999,0.0313863197499999,0.01817053515,0.17360883825,0.076707334875,0.116140368425,0.0478745585999999,0.075537879575,0.002192770775,0.1184241392,0.049148363225,0.099021260525,0.2628535951,0.254330396525,0.1213847746,0.1184049628749999,0.3208014553,0.060344550375,0.237491564325,0.148724432375,0.288580498275,0.0916541730999999,0.09338804505,0.066806318,0.0946567546,0.017328630975,0.113979247575,0.0517656299499999,0.350031003425,0.150571157625,0.0898495321249999,0.0078060525,0.1179128268749999,0.09036687235,0.072426707425,0.1228408475499999,0.06411014965,0.00631062755,0.0782384538,0.1084154766,0.023289427225,0.2280880621499999,0.002497676925,0.1886681832499999,0.1023751642999999,0.0647181618749999,0.086349456325,0.0585410154749999,0.13457947885,0.031629480625,0.1483109376,0.008203749625,0.0802629542249999,0.0940658165,0.1242988802999999,0.145002823225,0.007332432075,0.11961647565,0.02731106145,0.002845107575,0.13456609845,0.034238985225,0.0071355475749999,0.097498079675,0.05215819545,0.23394899565,0.1668954154749999,0.1429709955999999,0.19969586185,0.195196539225,0.024113048525,0.1258671188249999,0.06732359375,0.1507606238,0.308799788475,0.044404466525,0.0338859083,0.092073657625,0.0057075375
2010-09-30,0.087221136214876,0.1125946171735537,0.0590721861157024,0.0511066332809917,0.0838038829173553,0.0108693383471074,0.047903130983471,0.0131867366446281,0.2092111987024793,0.1116786519090909,0.0674084114545454,0.002729526107438,0.1084825370661157,0.4515265165206611,0.0975986164628099,0.1004456749504132,0.0441220383636363,0.1750887579834711,0.0064386586859504,0.0615463915950413,0.1741903290578512,0.0542279776446281,0.0187202819586776,0.5099241435289257,0.093915208322314,0.0509440182314049,0.054233405768595,0.1312142545454545,0.1704128422809917,0.0258391737520661,0.0776009778016529,0.0584450097438016,0.0832135586033057,0.1998703466776859,0.054352408214876,0.0255718573057851,0.1171778457190082,0.0907891494710743,0.0732001909752066,0.1032877813966942,0.0357978235867768,0.035889109661157,0.1647720446776859,0.0858888496363636,0.1287604861157024,0.0642741930743801,0.0760124086528925,-0.0020414384710743,0.1100276435867768,0.0562898425454545,0.0975981243140495,0.270002674446281,0.2497227412975206,0.1260047906115702,0.1508202324628099,0.3519790620082644,0.0655013682644628,0.2410891985206611,0.1492558081900826,0.2762080627190083,0.0942942716363636,0.0917675355867768,0.0847851228512396,0.1024133644049587,0.0172747740247933,0.1259772222396694,0.0561211606446281,0.7309657237355373,0.1612012303636363,0.0929846604710743,0.0078173566859504,0.1166708760495867,0.0987415678842975,0.0791124163471074,0.1276647660330578,0.0880548658099173,0.0067205829090909,0.075115811553719,0.1343409025289256,0.0261143040826446,0.2397565967107438,0.0018340192066115,0.2006085979256198,0.1419494284876033,-0.0538710635454545,0.0882786906776859,0.0721011535289256,0.1285167688595041,0.0312932980743801,0.1353198860826446,0.0089266025785123,0.0827394052314049,0.1003566717933884,0.1247409814462809,0.1457641146280991,0.0074937451983471,0.1235306475867768,0.0270463116446281,0.0081900722644628,0.1292307151735537,0.0324835423636363,0.0076740204628099,0.0903095407603305,0.0607796122314049,0.2290278536033057,0.1763205624380165,0.1523456968842975,0.198369094,0.2003935747190083,0.0268115464380165,0.1203671191983471,0.0695592970082644,0.1468873338016529,0.2891033086859504,0.056261118983471,0.0376219668264462,0.0836538123057851,0.0057941134462809
2010-12-31,0.0826117124642857,0.0993543054313186,0.0611074405494505,0.047833788260989,0.07769579425,0.0120568851236263,0.0476485671318681,0.0129526464368131,0.207492600760989,0.1151319216318681,0.0645529655494505,0.002816866510989,0.0982057132032967,0.435694834521978,0.0988662016208791,0.0983792717445055,0.041894855,0.1775494307362637,0.0063783822115384,0.0640068756813186,0.1757323128901098,0.0498986524972527,0.0042733311620879,0.4485674836620879,0.0843582410796703,0.0680140944862637,0.0539981091565934,0.132638377043956,0.1671982505027472,0.023711003282967,0.0827787651895604,0.0587058744203296,0.0889686533736263,0.2073264754450549,0.0510578961840659,0.023119770804945,0.0413787991620879,0.0880580988598901,0.0700018129752747,0.1019391224532967,0.0315201960604395,0.0314634657115384,0.147231722760989,0.089417565032967,0.1270035953708791,0.0757867839972527,0.0798543857527472,0.0031315371648351,0.1071673769807692,0.0568381409725274,0.0889958700302197,0.2634482838818681,0.2580995679450549,0.128142053978022,0.1131068404395604,0.3127065655989011,0.0836690948571428,0.2308521275521978,0.138789820760989,0.2325794904230769,0.0929556062417582,0.0990482711538461,0.0879281383571428,0.1078096037170329,0.019304489587912,0.1261524103928571,0.0605430238708791,0.2429858587142857,0.1623613868901098,0.0936069477747252,0.0075189508928571,0.1221612580714285,0.102730140587912,0.0854658594010989,0.1354381357362637,0.0925163679670329,0.0072061810851648,0.0752071678351648,0.1373482528186813,0.0256832667554945,0.2415293913873626,0.0007653070714285,0.2033247271373626,0.1566364209285714,-0.0061886218351648,0.0929402967472527,0.0613181903983516,0.1352621438681318,0.0278530322005494,0.1209146871428571,0.0078549862115384,0.0793995236208791,0.1004995913131868,0.132337251271978,0.1468623306785714,0.0074710352472527,0.130543812782967,0.0274064672554945,0.0087692479010989,0.1301707198351648,0.0317430116373626,0.0076054073681318,0.088422334826923,0.0724241774175824,0.2261755879615384,0.1820674807692307,0.1483277086510989,0.1933343262637362,0.2064179714917582,0.0201668553434065,0.1152367662115384,0.0691696758763736,0.1272959970054945,0.3020955235302198,0.0627564101923077,0.034560265076923,0.0840692833543956,0.0056177238543956
2011-03-31,0.0616734441866422,0.1011085566038426,0.0570721397191216,0.0487454275983531,0.0665865350704483,0.0124669618810612,0.0474980955745654,0.0130169148655077,0.2081065683220494,0.1142883488225068,0.0603512339524245,0.0028037041518755,0.1000314612195791,0.42052058778957,0.0950108750356815,0.097874713873742,0.0324826166120768,0.1767522657438243,0.0059415076440988,0.0665825822955169,0.1654126496578225,0.0660229729688929,0.007915350357731,0.4397285142918573,0.0677474998087831,0.0669777229505947,0.049791386872827,0.1352008353586459,0.1709022831601098,0.025007448557182,0.0595169980146386,0.056771952526075,0.0891637076459286,0.2124860109990851,0.0575451023193046,0.0239596843165599,0.0548801998673376,0.1143678363449222,0.0638795669441903,0.0953808694071363,0.0363576145837145,0.02833929605215,0.1467385667593778,0.0888100172113449,0.1220222547520585,0.0758486729643183,0.0877016814062214,0.0050494340082342,0.1103632176166514,0.0527256425617566,0.094981611641354,0.2957417380576395,0.2553261778563586,0.119271697378774,0.0802501525123513,0.2963275632772186,0.0835732284510521,0.2334119203092406,0.1518297600649588,0.2246945454373284,0.0931853264528819,0.0916996148975297,0.0821107447978042,0.11267607642086,0.0195709643741994,0.1211321893147301,0.0523163516660567,0.366782820073193,0.1540245689752973,0.0910386309021043,0.0072524617795059,0.1142886763064958,0.0986319749871912,0.0839424012031107,0.12187347884172,0.0915990552168344,0.0077391627328453,0.071562186620311,0.1318945325736505,0.0378788146340347,0.1996670776962488,0.0022238085864592,0.1902283967831655,0.1816884005946935,0.0285351667493138,0.0861760226358645,0.0552509872534309,0.1268536932140896,0.0355868596724611,0.0968963047053979,0.0069294562076852,0.0768315823559011,0.0992136284345837,0.12859793463129,0.1224630056989936,0.0071935848856358,0.1216949328005489,0.0294094382717291,0.0089978404903934,0.1048996494812442,0.0322942085791399,0.0074361183824336,0.0849552896450137,0.0529508109935956,0.2794128892698994,0.1803945879972552,0.1475934498124428,0.1887690853101555,0.207180454473925,0.0156104830585544,0.0881420123989021,0.0688217468691674,0.1244570215544373,0.303737413926807,0.0606904800896614,0.0365601988234217,0.0786749298975297,0.0057484283824336
2011-06-30,0.0745988701012195,0.1224963433710366,0.048579036089939,0.0439564932902439,0.0530099210664634,0.0081519109451219,0.0487208722286585,0.0119222681137195,0.227547129822561,0.1409886438207317,0.0391499785780487,0.0027511540411585,0.0643459020304878,0.4217182091329269,0.0818965441807926,0.0902887584051829,0.0421586536515243,0.1697557368664634,0.0050404345435975,0.0879908017158536,0.1510689736832317,0.0796862588234756,0.0070518565091463,0.4212529567972561,0.121159098707317,0.0302005648972561,0.0819181602518292,0.1283442934076219,0.2380332568737805,0.0280181097246951,0.0630501558472561,0.061386126114939,0.0971640145884146,0.1940769551689024,0.0543042561503048,0.0237016294405487,0.058559384054878,0.075685180267378,0.0214406792914634,0.1022036983759146,0.0361330826390243,0.0264044231121951,0.1511826536021341,0.0890445901564024,0.1113072924545732,0.0796326537265244,0.0960378983731707,0.0051174543701219,0.1215637430091463,0.0274552132414634,0.0811663595512195,0.2702887539158537,0.2449623143356707,0.1077376684914634,0.1269977625780488,0.3000883496289634,0.0692099669625,0.2334288873557927,0.1779019525021341,0.2389178149966463,0.0901219619125,0.100347510375,0.0787089704484756,0.1117073724945122,0.0178611001810975,0.0922478040018292,0.0354878556268292,0.3756381137109756,0.1471686480411585,0.1008269395268292,0.0077222535301829,0.1226696314920731,0.0924250869679878,0.0741732560957317,0.1153244887777439,0.1159262915939024,0.0065490935256097,0.0532988499192073,0.1289401498966463,0.0336320949442073,0.1957174265762195,0.0025129596,0.1786388464972561,0.1800655628521341,0.0637992617213414,0.0879673138996951,0.0500553478536585,0.1235063415487805,0.0356785131935975,0.1108934536216463,0.0076648448207317,0.0779621731051829,0.0993577201067073,0.1144118513606707,0.139618359979878,0.0079577941060975,0.1177603305713414,0.0259071469527439,0.0047636261356707,0.110360825529878,0.0314192254984756,0.0069748084832317,0.0767020886301829,0.052796548152439,0.2335371095634147,0.2010935848530488,0.1265478949292683,0.196388883147561,0.2154026893564024,0.0144704552612804,0.0745233917734756,0.0911602456963414,0.1318817214929878,0.3268843906070122,0.058880972232317,0.0353105564759146,0.0796763605996951,0.0051343291957317
2011-09-30,0.076877865152017,0.0970434473159232,0.0504824087313281,0.0471835737160857,0.0494215573810588,0.0093512592482471,0.0465309428162788,0.0119840271755919,0.2030857205058429,0.1428204383383802,0.051872357223148,0.0026636755693527,0.0812840885591911,0.4009118479716492,0.0802179754468041,0.0895608244855197,0.0374254980812925,0.1761159014186566,0.0052441285299258,0.071842259474342,0.1566631154395895,0.060700117011889,0.008629026298242,0.5367790209312062,0.1452158871139112,0.0471751273628696,0.0573088324672289,0.1317492614595061,0.2497433852274159,0.0263351237370185,0.0662476403981302,0.0575404026553195,0.0829358833321816,0.1958369151381973,0.0535302040575144,0.0260827047846763,0.0604502580846458,0.0646539036422111,0.0448204135773803,0.1004719301423635,0.036872133760695,0.0345644402758866,0.1514978778824306,0.0876777992786302,0.1211466967117163,0.0675326998341632,0.0853506524893811,0.0063521721868712,0.1201835862171527,0.0567339785958744,0.0877373110226602,0.268206512849812,0.2417670284412153,0.1109935022439792,0.1660024738373132,0.3232730831161468,0.0633604864697693,0.2255421404303424,0.1952419664646885,0.2190261317300071,0.0922259161961182,0.0917388920952139,0.0841285628266436,0.1133179646580632,0.0177997182751752,0.1040029138887308,0.050589742464282,0.7130076227171018,0.1586033862919418,0.0902390432547505,0.0073057746840768,0.1241682719695153,0.1090073401217355,0.080121735579311,0.129265297859059,0.1035191841849405,0.0064695017981912,0.0594023147278731,0.1232189866336754,0.0306875120477593,0.2064838218482877,0.0024931541937811,0.1691156310029468,0.1777904740308912,0.0597518142754801,0.0891086039501067,0.0423344110203231,0.115242434666294,0.0334200449891271,0.1150652024873488,0.0098661574451783,0.0789133413594146,0.0931868385223046,0.1154789620017274,0.1236788748502184,0.0073177448508281,0.1222321927179148,0.0266281302806625,0.0091187666426176,0.145391161568743,0.0310689440366832,0.0073125373194797,0.0789380451417538,0.0519690500095518,0.2303995591170613,0.1921999871094401,0.1485298604426379,0.1908068534526979,0.2107728378979778,0.0091692044223148,0.0715255449514277,0.0766358439827253,0.1350443318415811,0.3078138026494258,0.055891012838431,0.0393124788106899,0.0796003483380754,0.0051432048495071
2011-12-31,0.0782706893049383,0.0846160813134399,0.0492467633180124,0.0455888675655399,0.0438661943797927,0.0122094628200108,0.0460760099010974,0.0118888227795691,0.2125710954709389,0.1383111950816962,0.0559052747055277,0.0025798517702208,0.0875575517613805,0.4099138611070993,0.0782528992035293,0.0905293832311339,0.0357981131338571,0.1739675854242988,0.0050231944351036,0.0670693603286478,0.1650133078911055,0.054677967018324,0.0090649121478458,0.4554631838862282,0.133917227694181,0.0531031128452445,0.051106036444181,0.1186977701250169,0.2517896650630673,0.0232253825819333,0.07346238164832,0.0561845305899607,0.0873170379726324,0.1899351950999187,0.0488624943044303,0.0241036214122747,0.0661211920659802,0.1161510433226527,0.0435032275524657,0.0976751133497832,0.0313541424725647,0.0320131622191776,0.1404887328533058,0.085832433174773,0.1168691197960981,0.058315979192081,0.0837590872098292,0.0052033752739804,0.1231553777332678,0.0754084424523099,0.0843605464884162,0.2505587107495258,0.2348732714006909,0.1026113807960303,0.1259138043739669,0.2998556124617938,0.0854505702540983,0.2187684154298198,0.1807193748801991,0.2195997349573567,0.0883227619651131,0.0870836931955358,0.0822195179457051,0.112206709400149,0.0186395983151673,0.1066592249477713,0.0573588307898658,0.23766115753824,0.1622588880035564,0.0911768282997222,0.0073287926178363,0.1280553191506571,0.1120285218712234,0.0936515663219753,0.1352933820391545,0.1004625249635212,0.0066193591372442,0.0610447260570044,0.1133466530223885,0.0288820267732014,0.2076272779806259,0.0024482806379894,0.1701084384809308,0.159029180952818,0.0619163260813575,0.0916488816698618,0.0424331333453122,0.1105257216774827,0.0295816966602763,0.1155334194250779,0.0081297524088876,0.0769497305325497,0.0944159663228221,0.1200417299381181,0.1132945750910445,0.0070578525489771,0.1236798254217585,0.0256995023671589,0.0087546420477238,0.0990776461994648,0.0291246070847107,0.0072359084754437,0.0795877880507045,0.0551136712576209,0.2263510771442894,0.1863747037181276,0.145811160772795,0.1899313476574651,0.2140330511779908,0.0136104493536444,0.0823755820634737,0.0715439250954816,0.1363408079031296,0.3113931808335591,0.0507875271848326,0.0359749117482387,0.082882858368954,0.0051880037085083
